SpeedBoost,20.37525,51.35109,5.214069,0,0,0,1,1,1
SpeedBoost,20.37525,55.07632,5.214069,0,0,0,1,1,1
SpeedBoost,20.37525,58.07632,5.214069,0,0,0,1,1,1
SpeedBoost,20.37525,57.63787,0.4664511,0,0,0,1,1,1
SpeedBoost,20.37525,61.82632,5.214069,0,0,0,1,1,1
SpeedBoost,20.37525,64.60939,5.214069,0,0,0,1,1,1
SpeedBoost,20.37525,53.63787,0.4664511,0,0,0,1,1,1
SpeedBoost,20.37525,46.63787,0.4664511,0,0,0,1,1,1
SpeedBoost,20.37525,40.13787,0.4664511,0,0,0,1,1,1
SpeedBoost,20.37525,32.13787,0.4664511,0,0,0,1,1,1
SpeedBoost,20.37525,21.63787,0.4664511,0,0,0,1,1,1
SpeedBoost,20.24243,16.46567,0.4664511,0,0,0,1,1,1
SpeedBoost,20.37525,10.52093,0.4664511,0,0,0,1,1,1
Sphere,18.9934,20.31465,10.0622,13.87216,23.20468,16.47626,2.786785,2.786785,2.786785
Sphere,18.73535,25.74072,0.3121977,80.77177,260.7698,134.4042,2.786785,2.786785,2.786785
Sphere,18.73535,31.24072,10.3122,0,0,0,2.786785,2.786785,2.786785
Sphere,18.73534,43.96573,-4.633254,0,0,0,2.786785,2.786785,2.786785
Sphere,18.73534,52.71573,20.11674,0,0,0,2.786785,2.786785,2.786785
Sphere,18.73534,62.09719,-5.681343,0,0,0,2.786785,2.786785,2.786785
Sphere,18.73534,69.09718,15.31866,0,0,0,2.786785,2.786785,2.786785
Sphere,18.73534,69.09718,15.31866,0,0,0,2.786785,2.786785,2.786785
Hill,26.07634,-3.203123,-12.53335,358.2739,349.8452,176.9167,1,1,1
Hill,26.07634,-11.18613,-45.99809,0,0,0,1,1,1
Hill,45.44045,-10.48243,-66.93433,0,310.6737,0,2.37637,1.461583,2.237974
Hill,55.2851,-6.962111,-36.96851,0,256.4888,0,1,1,1
Hill,33.07033,-6.962111,-93.38972,0,256.4888,0,1.896228,1,1.420087
Hill,19.74249,-7.891943,-82.52668,0,256.4888,0,1.88501,1.080384,1.626871
Hill,58.81195,-9.203997,-97.25919,0,256.4888,0,1.398568,1,1.679927
Hill,69.76828,-9.203995,-77.69822,0,256.4888,0,1,1,1
Hill,70.15081,-9.203997,-65.12698,0,256.4888,0,1.259781,1.259781,1.259781
Hill,70.85904,-9.203995,-56.2631,0,256.4888,0,1,1,1
LargeIsland1,37.78655,-11.52495,-75.45533,0,0,0,1,1,1
Bowl,10.18224,1.636522,22.08124,19.7946,298.1145,-4.536943E-06,3.686465,3.686465,3.686465
Bowl,25.80545,2.34501,24.40218,0,0,0,12.61365,3.861041,12.61365
Bowl,13.50202,4.080317,7.570462,2.555197,326.5752,1.384285,6.131381,6.131381,6.131381
Bowl,42.0252,2.498579,3.316438,13.10145,173.3572,-1.095739E-07,3.686465,3.686465,3.686465
Peak,63.21636,-2.228121,-63.45921,5.14784,0,0,1,1,1
Peak,36.26984,-2.127618,-81.23084,0,0,0,1,0.46811,1
Peak,35.11633,-7.215593,-60.54035,357.0269,6.887193,352.9557,1.616158,0.9991916,1.787851
Cylinder,25.18774,5.897536,-86.24913,0,39.91413,0,12.25925,12.19938,12.24005
Cylinder,25.18774,21.24917,-86.24913,0,233.9342,0,5.014441,5.014441,5.014441
Cylinder,25.18774,27.04683,-86.24913,0,202.4527,0,1.23532,1.23532,1.23532
Spike,29.43047,18.01653,-89.7701,0,0,0,1,1,1
Spike,25.89817,18.01653,-91.34515,0,0,0,1,1,1
Spike,21.14817,18.01653,-89.84515,0,0,0,1,1,1
Spike,19.89817,18.01653,-85.09515,0,0,0,1,1,1
Spike,22.85714,18.01653,-81.63563,0,0,0,1,1,1
Spike,27.71141,18.01653,-81.91171,0,0,0,1,1,1
Spike,30.154,18.01653,-85.64848,0,0,0,1,1,1
Spike,30.1106,18.01653,-84.65149,0,0,0,1,1,1
Spike,23.74958,18.01653,-81.43928,0,0,0,1,1,1
Spike,20.61158,18.01653,-84.19526,0,0,0,1.438859,1.438859,1.438859
Spike,26.84969,18.01653,-90.8048,0,0,0,1,1,1
Spike,28.6373,18.01653,-82.63292,0,0,0,1,1,1
Cube,33.34627,12.48986,-65.07332,65.22031,241.6823,69.57537,12.20851,1,1
Cube,33.34627,10.63443,-57.3158,328.1606,247.8522,22.22471,12.20851,1,1
Cube,39.56342,12.51473,-52.99959,297.5846,253.9641,61.28935,12.20851,1,1
Torus,21.8246,33.1511,4.997049,0,214.1628,0,10.96929,10.96929,10.96929
WaterCircle,26.40136,0.1776006,7.749691,0,0,0,1,1,1
Hill,8.01141,0.2400581,39.41861,351.1281,269.0083,204.7031,1,1,1
Hill,18.82271,-2.590925,44.74632,348.6275,265.6554,198.5678,1,1,1
Hill,41.16458,-2.590925,38.08632,0,0,0,1.252177,1.252177,1.252177
Hill,57.88807,-2.590925,-4.15254,346.5622,349.276,20.98011,1,1,1
Hill,14.96754,-3.203123,-16.94625,350.0215,88.80418,181.8132,1,1,1
Hill,-0.8358088,-3.203125,25.74414,0,0,0,1,1,1
Hill,-19.41432,-3.203125,12.33461,0,0,0,1.564755,1.564755,1.564755
Hill,51.50568,-3.203125,26.11531,3.637918,114.5623,192.9298,1,1,1
Hill,57.51205,-3.203125,13.63132,0,0,0,1,1,1
Hill,52.60364,-3.203127,-16.12523,319.8138,231.5758,182.9374,1,1,1
Hill,40.35328,-3.203127,-23.36692,349.9755,249.6279,179.8883,1,1,1
Hill,-3.436278,-3.203127,-14.30889,0,0,0,1,1,1
Hill,-11.25663,-3.203127,-2.506523,0,0,0,1,1,1
Cylinder,42.87539,8.555794,39.23693,0,0,0,3.405483,1.657816,3.405483
Cylinder,38.91434,8.555794,36.14256,0,0,0,3.405483,1.657816,3.405483
Cylinder,39.24654,8.555794,42.32013,0,0,0,3.405483,1.657816,3.405483
Cylinder,42.63754,7.367824,44.95465,0,0,0,3.405483,1.657816,3.405483
Cylinder,38.89872,10.4732,42.37398,0,0,0,1.351918,0.6581239,1.351918
Cylinder,38.55549,14.25827,36.11952,0,0,0,1.351918,5.758659,1.351918
Cylinder,42.76952,10.4732,39.25386,0,0,0,1.351918,0.6581239,1.351918
Cylinder,42.65639,9.077714,44.76419,0,0,0,1.351918,0.6581239,1.351918
WaterBowlIsland,-70.30525,10.68065,-63.04804,0,0,0,1,1,1
WaterCircle,-70.32251,10.54403,-62.49919,0,0,0,1,1,1
LargeIsland1,-73.27253,7.877051,-62.84018,7.175464,10.03396,172.0201,0.511445,0.511445,0.511445
Spike,-77.89017,20.58541,-54.46953,61.63397,241.9902,7.188119E-06,1,1,1
Spike,-77.05421,19.91525,-52.44511,78.18021,355.3291,-1.042026E-06,1,1,1
Spike,-74.02368,18.23368,-51.96094,49.62471,1.79293,-8.23735E-08,1,1,1
Spike,-70.24665,17.08139,-52.7277,55.79124,49.29168,0,1,1,1
Spike,-67.9394,15.50916,-54.84483,40.82458,83.76815,0,1,1,1
Spike,-66.5563,15.23649,-58.06757,16.55054,46.30568,-4.453377E-07,1,1,1
Spike,-62.7989,16.3015,-58.269,58.95972,0.7050491,0,1,1,1
Spike,-61.4657,14.23741,-59.72121,69.32336,111.9813,4.835962E-06,1,1,1
Spike,-61.43313,12.98718,-62.59941,34.88491,69.54282,-4.163214E-06,1,1,1
Spike,-61.43307,13.53931,-65.75936,7.351201,92.04375,8.608495E-07,1,1,1
Spike,-62.8402,13.35888,-68.68004,47.54823,114.7274,-2.529814E-06,1,1,1
Spike,-64.61913,14.50436,-71.2493,44.85583,109.3451,-2.408782E-06,1,1,1
Spike,-67.01763,15.06438,-73.21594,37.81041,128.2075,-4.322666E-06,1,1,1
Spike,-69.95494,15.11011,-75.85372,41.72564,134.3102,3.43184E-06,1,1,1
Spike,-74.96803,14.0799,-76.79488,46.30186,206.9065,1.235814E-06,1,1,1
Spike,-78.03175,12.93523,-75.52608,40.65542,232.8611,2.250796E-06,1,1,1
Spike,-82.29857,12.11936,-71.71806,33.53248,227.8115,1.024234E-06,1,1,1
Spike,-84.65481,12.22014,-68.57412,41.98072,243.5547,0,1,1,1
Spike,-86.80432,11.865,-64.11562,27.29434,250.548,1.92148E-06,1,1,1
Spike,-87.19307,12.15321,-60.75669,22.25467,256.853,-9.224904E-07,1,1,1
Spike,-86.40782,12.03967,-54.32878,14.64126,287.4964,1.764857E-06,1,1,1
Spike,-83.49903,12.53082,-50.43724,40.89356,310.2121,-2.258878E-06,1,1,1
Spike,-80.42789,13.06354,-48.5796,50.80243,338.031,0,1,1,1
Spike,-77.65693,11.90135,-47.03625,66.25964,355.7878,-1.060345E-06,1,1,1
Spike,-73.27083,11.9585,-47.12992,66.46497,9.093883,1.069062E-06,1,1,1
Spike,-69.90052,11.65498,-48.18758,72.39388,24.87539,0,1,1,1
BrickRing,-75.70618,25.60561,-57.36242,0,0,0,1,1,1
Cube,-22.27399,2.695945,-72.05122,352.888,20.39419,343.1527,50.49478,1,1
Cube,-22.27399,1.931931,-69.97106,352.888,20.39419,343.1527,50.49478,1,1
Cube,-22.27399,0.1780677,-66.01334,352.888,20.39419,343.1527,50.49478,1,1
